pkg_len,pkg_iat,pkt_dir
1440,29,-1
20,10,1
1421,30,-1
1438,9,-1
20,5,1
1440,23,-1
1012,9,-1
20,5,1
1440,847,-1
1172,10,-1
20,8,1
1440,27646,-1
1192,24,-1
20,12,1
1427,58668,-1
1438,51,-1
20,17,1
1431,42,-1
1439,11,-1
20,10,1
1440,50,-1
1179,10,-1
20,19,1
562,12470,1
20,76,-1
575,9397,1
20,140,-1
1439,11947,-1
1434,25,-1
20,14,1
1437,39,-1
1322,9,-1
20,7,1
1440,9519,-1
1439,16,-1
20,8,1
1440,28,-1
944,6,-1
20,5,1
1440,19,-1
1434,6,-1
20,4,1
1439,17,-1
1440,5,-1
20,5,1
1409,22,-1
20,83,1
1432,53,-1
1437,8,-1
20,5,1
1261,18,-1
1439,9360,-1
20,27,1
1438,38,-1
1185,5,-1
20,5,1
482,5371,-1
1432,28900,-1
20,49,1
1437,79,-1
1438,12,-1
20,8,1
969,42,-1
566,4286,1
20,227,-1
1440,5885,-1
1440,28,-1
20,14,1
1162,52,-1
544,1088,1
1432,11,-1
20,14,1
1439,51,-1
1013,12,-1
20,9,1
1360,36,-1
1439,935,-1
20,23,1
1440,33,-1
1194,7,-1
1424,2,-1
1440,2,-1
1425,2,-1
20,3,1
1294,9,-1
558,544,1
20,89,-1
1440,2395,-1
1438,11,-1
20,5,1
1440,18,-1
1396,6,-1
20,6,1
1430,42,-1
1250,8,-1
20,208,-1
567,310,1
20,171,-1
1439,7272,-1
1418,31,-1
20,13,1
1219,83,-1
1439,6811,-1
20,34,1
1439,48,-1
1431,11,-1
20,7,1
1044,30,-1
567,726,1
20,168,-1
1440,537,-1
1423,14,-1
20,10,1
1440,32,-1
1414,9,-1
20,8,1
1427,39,-1
1297,11,-1
1025,6,-1
20,6,1
1371,1930,-1
1440,1801,-1
20,16,1
1440,42,-1
1440,8,-1
20,6,1
1030,25,-1
1437,6,-1
20,5,1
1440,25,-1
1438,6,-1
20,5,1
1440,24,-1
1437,7,-1
20,6,1
1440,47,-1
1440,8,-1
20,5,1
1436,20,-1
1301,7,-1
1416,4,-1
1416,4,-1
20,56,1
1440,80,-1
1432,11,-1
20,9,1
1124,32,-1
569,7579,1
20,109,-1
564,685,1
20,117,-1
1431,30342,-1
1436,52,-1
20,21,1
1437,51,-1
1439,12,-1
20,9,1
1440,32,-1
1241,9,-1
20,7,1
1440,51,-1
1099,13,-1
20,9,1
1431,37715,-1
1440,45,-1
20,16,1
1422,13,-1
1232,8,-1
20,319,1
1440,3240,-1
1440,19,-1
20,11,1
1078,36,-1
1440,10,-1
20,9,1
1435,42,-1
1438,10,-1
20,8,1
1435,29,-1
1437,8,-1
20,6,1
1436,36,-1
1440,9,-1
20,8,1
1334,32,-1
1440,339,-1
20,14,1
1440,34,-1
1047,10,-1
1412,5,-1
20,12,1
1427,39,-1
1440,10,-1
20,6,1
1440,32,-1
1014,11,-1
20,7,1
569,795,1
20,79,-1
1360,5011,-1
1440,789,-1
20,21,1
1440,39,-1
1080,7,-1
20,5,1
1381,2533,-1
1440,320,-1
20,14,1
1440,32,-1
1440,9,-1
20,6,1
1163,24,-1
1440,6,-1
20,4,1
1375,14,-1
20,9,1
1309,30,-1
566,914,1
20,120,-1
1434,27069,-1
1345,43,-1
20,13,1
1440,41,-1
1430,13,-1
20,9,1
1429,29,-1
1440,8,-1
20,5,1
1186,23,-1
568,1286,1
20,100,-1
1440,19307,-1
1438,34,-1
20,14,1
1438,39,-1
987,12,-1
20,7,1
1409,35030,-1
1010,15,-1
20,6,1
567,643,1
20,121,-1
1440,4653,-1
1430,15,-1
20,6,1
1156,31,-1
1440,2726,-1
20,16,1
1438,28,-1
1403,6,-1
20,4,1
1440,21,-1
1244,5,-1
20,4,1
1440,1564,-1
1440,10,-1
20,6,1
1131,23,-1
917,4977,-1
20,21,1
1434,20583,-1
1423,38,-1
1241,64,-1
1402,625,-1
20,16,1
1438,345,-1
1427,19,-1
20,9,1
1128,40,-1
1439,442,-1
20,14,1
1355,36,-1
1316,12,-1
20,6,1
1438,989,-1
1432,16,-1
20,10,1
1344,30,-1
1352,13,-1
312,275,-1
571,408,1
20,148,-1
564,647,1
20,123,-1
775,54111,-1
201,42970,1
20,14,1
1440,43,-1
1440,11,-1
20,8,1
1043,29,-1
1438,15,-1
20,10,1
1440,39,-1
1319,11,-1
20,11,1
1440,26583,-1
1440,29,-1
20,12,1
974,36,-1
563,527,1
20,188,-1
1438,16922,-1
1440,37,-1
20,12,1
1079,42,-1
1396,1079,-1
20,26,1
1440,904,-1
1402,15,-1
20,11,1
1416,35,-1
1380,6,-1
20,5,1
1221,35,-1
563,5549,1
20,138,-1
1347,1440,-1
563,2090,1
20,86,-1
565,4357,1
20,70,-1
566,456,1
20,110,-1
561,224,1
20,78,-1
894,35868,-1
562,1229,1
20,159,-1
1439,50117,-1
1427,45,-1
20,21,1
1263,53,-1
39,25,1
20,11,1
1436,40,-1
1220,12,-1
20,9,1
570,1889,1
20,84,-1
1437,29088,-1
1404,31,-1
20,15,1
1425,44,-1
1432,14,-1
20,10,1
1359,41,-1
1440,12,-1
20,8,1
1227,34,-1
20,39288,1
1438,22452,-1
1400,46,-1
20,18,1
1440,51,-1
1440,13,-1
20,9,1
1338,50,-1
1037,13,-1
1432,7,-1
1429,5,-1
1257,4,-1
20,217,1
559,1324,1
20,154,-1
1440,798,-1
1432,12,-1
20,8,1
1440,33,-1
1435,8,-1
20,8,1
1440,38,-1
1123,10,-1
20,8,1
1372,30,-1
20,825,1
1435,1033,-1
1440,25,-1
20,10,1
960,36,-1
1365,32,-1
1435,14214,-1
987,19,-1
20,8,1
1440,56,-1
1440,13,-1
20,10,1
1440,38,-1
1432,9,-1
20,9,1
1439,32,-1
1440,7,-1
20,5,1
1053,21,-1
1372,5,-1
20,233,1
562,1086,1
20,119,-1
1440,26144,-1
1440,31,-1
20,11,1
1440,36,-1
1439,10,-1
20,7,1
892,30,-1
522,935,1
569,3305,1
20,82,-1
564,1240,1
20,134,-1
561,1021,1
20,145,-1
564,7693,1
20,114,-1
1420,56357,-1
1319,58,-1
20,15,1
333,56348,-1
1440,25841,-1
20,32,1
1306,59,-1
565,2283,1
20,68,-1
560,1779,1
20,72,-1
558,564,1
20,105,-1
1424,36945,-1
1410,42,-1
20,10,1
20,8,1
1440,32,-1
1120,9,-1
20,4,1
567,1846,1
20,102,-1
1440,867,-1
1347,16,-1
20,14,1
1437,729,-1
1440,14,-1
20,8,1
1298,34,-1
1440,843,-1
20,26,1
1195,29,-1
1436,9,-1
20,9,1
1440,41,-1
1189,10,-1
20,6,1
564,2524,1
20,134,-1
548,4614,1
1438,1894,-1
1427,23,-1
20,16,1
1440,54,-1
1426,12,-1
20,9,1
1439,29,-1
859,8,-1
20,5,1
1440,1962,-1
1440,12,-1
20,7,1
1277,25,-1
1440,11390,-1
20,29,1
1440,43,-1
1436,11,-1
20,7,1
1440,32,-1
1440,10,-1
20,8,1
1440,33,-1
903,9,-1
20,7,1
1435,35878,-1
1440,48,-1
20,19,1
1440,45,-1
1440,11,-1
20,8,1
1440,28,-1
1430,7,-1
20,6,1
1440,22,-1
1440,6,-1
20,6,1
1437,23,-1
994,7,-1
20,5,1
1095,21,-1
1440,6,-1
20,6,1
1440,22,-1
1440,9,-1
20,7,1
1263,29,-1
572,2196,1
20,189,-1
1239,51,-1
1431,23057,-1
20,53,1
1440,58,-1
972,11,-1
20,9,1
1439,355,-1
1387,15,-1
20,9,1
1318,38,-1
565,4089,1
20,161,-1
1440,48934,-1
1436,35,-1
20,11,1
1440,35,-1
961,9,-1
20,7,1
1440,38,-1
1417,10,-1
20,7,1
1317,22,-1
1421,18040,-1
20,41,1
469,20,1
38,101,-1
407,56312,-1
30,36106,1
523,64531,-1
20,144,1
1440,49873,-1
20,46,1
1201,46,-1
20,18,1
1325,37941,-1
20,30,1
1363,2284,-1
20,31,1
1125,54896,-1
20,45,1
558,6018,1
20,246,-1
638,64531,-1
33,38796,1
507,64531,-1
20,62,1
735,64531,-1
20,32,1
1234,12,-1
20,7,1
1440,1646,-1
1440,24,-1
20,12,1
1145,39,-1
1438,461,-1
20,15,1
1327,36,-1
1438,560,-1
20,14,1
1431,37,-1
1337,7,-1
20,7,1
564,451,1
20,97,-1
564,3054,1
20,129,-1
562,1942,1
20,177,-1
1435,11013,-1
1440,29,-1
20,17,1
996,52,-1
20,22,-1
1431,37287,-1
1324,45,-1
20,19,1
1440,1016,-1
1284,11,-1
20,6,1
1440,1236,-1
1440,12,-1
20,6,1
1440,23,-1
1440,6,-1
20,5,1
1024,20,-1
1440,6,-1
20,5,1
1440,18,-1
1440,6,-1
20,7,1
1440,19,-1
1440,5,-1
20,4,1
1092,17,-1
1440,5,-1
1292,13,-1
564,2356,1
20,177,-1
563,3629,1
20,116,-1
565,17195,1
20,153,-1
559,41124,1
20,190,-1
1434,58216,-1
1433,44,-1
20,15,1
1001,34,-1
1440,14,-1
20,9,1
1104,41,-1
1440,12,-1
20,8,1
1440,28,-1
1169,9,-1
20,8,1
1433,550,-1
1439,10,-1
20,8,1
20,10,1
1440,37,-1
1440,9,-1
20,9,1
1440,32,-1
987,9,-1
20,8,1
1426,31947,-1
1440,49,-1
20,17,1
1435,30,-1
1440,8,-1
20,6,1
1440,24,-1
1437,6,-1
20,6,1
1440,27,-1
1361,7,-1
20,5,1
1440,32,-1
1440,8,-1
20,6,1
1165,18,-1
1440,6,-1
1439,29,-1
988,8,-1
1440,5,-1
1356,5,-1
20,211,1
567,1890,1
20,134,-1
562,3840,1
20,148,-1
1440,2126,-1
1296,15,-1
20,9,1
1437,53,-1
1440,10,-1
20,8,1
1439,32,-1
1440,10,-1
20,7,1
1440,30,-1
1440,7,-1
20,7,1
1024,28,-1
1440,6,-1
20,6,1
20,16,1
1439,39,-1
1060,9,-1
20,7,1
1440,52,-1
1440,10,-1
20,8,1
1091,28,-1
1435,7,-1
20,6,1
1440,36,-1
1433,7,-1
20,5,1
1440,25,-1
1439,6,-1
20,4,1
1331,10,-1
1432,390,-1
20,27,1
1360,24,-1
1437,421,-1
1408,16,-1
1431,5,-1
1141,4,-1
1440,57,-1
1440,7,-1
20,5,1
1440,28,-1
1440,6,-1
20,4,1
1101,20,-1
1438,5,-1
20,4,1
1440,19,-1
1440,6,-1
20,4,1
1183,15,-1
560,640,1
20,126,-1
1439,41087,-1
1440,42,-1
20,12,1
1240,41,-1
1440,10,-1
20,8,1
1165,28,-1
1440,8,-1
20,6,1
1277,45,-1
212,19370,-1
567,1027,1
20,186,-1
1355,60950,-1
1440,520,-1
20,23,1
1071,49,-1
1440,1441,-1
20,13,1
1432,32,-1
1232,4,-1
20,4,1
562,762,1
20,28,-1
1435,17146,-1
1401,28,-1
20,10,1
1289,35,-1
570,1662,1
20,169,-1
559,189,1
20,171,-1
1375,24045,-1
20,10,1
1440,39,-1
1440,10,-1
20,8,1
1440,36,-1
1052,9,-1
20,8,1
1440,39,-1
1185,11,-1
20,6,1
1440,583,-1
1440,11,-1
20,7,1
1440,31,-1
1440,7,-1
20,5,1
594,21,-1
561,1927,1
20,160,-1
1440,45463,-1
1126,45,-1
20,16,1
1440,1549,-1
1427,16,-1
20,9,1
568,2144,1
20,128,-1
570,617,1
20,100,-1
564,409,1
20,75,-1
1440,56786,-1
1438,45,-1
20,15,1
1440,40,-1
1440,9,-1
20,7,1
1440,29,-1
1440,9,-1
20,6,1
991,27,-1
1440,7,-1
20,6,1
1043,24,-1
1440,7,-1
20,5,1
1440,24,-1
957,7,-1
1435,4947,-1
20,28,1
1437,47,-1
985,8,-1
20,6,1
1440,26,-1
1436,7,-1
20,5,1
1440,30,-1
1440,8,-1
20,5,1
1285,17,-1
1434,10768,-1
20,39,1
1440,54,-1
1434,8,-1
20,6,1
1437,20,-1
1440,8,-1
20,5,1
1247,20,-1
1440,7,-1
20,6,1
1417,32,-1
1347,17,-1
1289,8,-1
20,7,1
1294,30304,-1
20,42812,1
1438,31747,-1
1396,50,-1
20,27,1
1440,66,-1
1440,14,-1
20,10,1
1116,39,-1
1198,13,-1
20,11,1
1377,339,-1
1440,333,-1
20,18,1
1440,41,-1
1229,16,-1
20,10,1
1440,51,-1
1342,14,-1
20,9,1
1429,54,-1
1413,32,-1
20,18,1
1328,48,-1
20,364,1
569,6995,1
20,122,-1
564,162,1
20,105,-1
1437,21043,-1
1428,34,-1
20,14,1
1440,44,-1
1435,10,-1
20,7,1
1421,29,-1
1433,7,-1
20,8,1
1435,43,-1
1440,10,-1
20,7,1
1416,27,-1
1144,10,-1
20,10,1
1428,30,-1
20,99,-1
1258,898,1
20,96,-1
391,11339,-1
557,983,1
20,126,-1
562,53918,1
20,136,-1
1427,30531,-1
1263,22,-1
20,8,1
550,52563,-1
556,273,1
20,196,-1
555,382,1
20,132,-1
558,939,1
20,66,-1
561,402,1
20,140,-1
556,56733,1
20,201,-1
557,476,1
20,79,-1
1022,7,-1
20,6,1
574,981,1
20,100,-1
1352,20246,-1
1440,2829,-1
20,28,1
1440,50,-1
1140,10,-1
20,8,1
1201,33,-1
1440,9,-1
20,7,1
1440,24,-1
1440,8,-1
20,7,1
1440,22,-1
1440,6,-1
20,7,1
1440,25,-1
1440,6,-1
20,5,1
924,22,-1
1440,6,-1
1371,13,-1
20,7,1
1437,915,-1
20,19,1
678,31,-1
20,26,1
569,1876,1
20,239,-1
1440,3273,-1
1440,18,-1
20,9,1
1238,36,-1
569,8785,1
20,385,-1
1440,11235,-1
1438,20,-1
20,10,1
1376,39,-1
1440,8,-1
20,8,1
1440,37,-1
1436,9,-1
20,9,1
1097,35,-1
1069,14,-1
20,8,1
1440,1079,-1
1440,15,-1
20,9,1
1263,37,-1
1438,4109,-1
20,24,1
1438,41,-1
1253,9,-1
20,7,1
1353,530,-1
1440,942,-1
20,27,1
1319,42,-1
1435,7585,-1
20,28,1
1440,41,-1
1266,12,-1
20,8,1
561,1075,1
20,206,-1
1434,16011,-1
1334,38,-1
1432,8490,-1
1156,21,-1
20,8,1
569,691,1
20,85,-1
566,307,1
20,136,-1
1440,6619,-1
1408,24,-1
20,8,1
1433,23,-1
1434,6,-1
20,5,1
1063,21,-1
1438,9979,-1
20,28,1
1440,48,-1
1367,11,-1
20,7,1
1436,30,-1
1430,8,-1
20,7,1
1232,28,-1
524,745,1
20,19,1
1435,38,-1
1440,9,-1
20,6,1
1434,33,-1
1428,11,-1
20,8,1
1435,49,-1
1439,10,-1
20,8,1
1436,36,-1
1424,8,-1
20,7,1
909,28,-1
20,2005,-1
562,776,1
20,130,-1
560,5086,1
20,124,-1
1432,59363,-1
1437,72,-1
20,24,1
1411,44,-1
1403,12,-1
20,83,-1
1440,25992,-1
1440,31,-1
20,13,1
1440,39,-1
1129,9,-1
20,5,1
1440,20,-1
1440,5,-1
20,4,1
1440,17,-1
1440,5,-1
20,5,1
1440,20,-1
1440,5,-1
20,5,1
1244,20,-1
1440,7,-1
20,8,1
1050,27,-1
554,1089,1
20,253,-1
1440,2936,-1
1415,19,-1
1170,67,-1
1440,369,-1
20,17,1
1435,39,-1
1173,8,-1
20,12,1
566,4077,1
20,56,-1
1439,2437,-1
1440,14,-1
20,8,1
371,46,-1
1437,25208,-1
20,52,1
1332,51,-1
1432,11192,-1
20,42,1
1440,61,-1
1403,14,-1
20,9,1
1219,38,-1
1440,1558,-1
20,37,1
1407,46,-1
568,1865,1
20,182,-1
1440,7509,-1
1440,25,-1
20,12,1
1440,44,-1
1440,12,-1
20,10,1
1088,38,-1
1440,18,-1
20,10,1
1440,42,-1
1219,13,-1
20,10,1
1440,34,-1
1367,10,-1
20,155,1
1440,41842,-1
1436,45,-1
20,15,1
1440,48,-1
1158,16,-1
20,11,1
1440,66,-1
20,12,1
1271,31,-1
1437,7,-1
20,6,1
1433,27,-1
1440,8,-1
20,6,1
1433,24,-1
1440,8,-1
20,7,1
1432,33,-1
1435,10,-1
20,8,1
1300,32,-1
1428,16133,-1
20,54,1
1439,41,-1
1429,9,-1
20,7,1
1430,22,-1
1440,6,-1
20,6,1
964,16,-1
514,1128,1
20,6,1
1300,26,-1
20,815,1
246,1722,-1
20,95,1
570,1468,1
20,194,-1
562,730,1
20,166,-1
1440,64531,-1
1410,44,-1
20,16,1
1297,46,-1
1436,15,-1
20,10,1
1440,38,-1
1079,13,-1
20,10,1
1440,777,-1
1438,17,-1
20,12,1
1306,41,-1
1440,530,-1
20,24,1
1440,42,-1
1440,9,-1
20,7,1
1180,41,-1
1440,9,-1
20,8,1
1440,30,-1
1440,11,-1
20,9,1
1058,36,-1
1358,8,-1
20,262,1
1431,42851,-1
1440,56,-1
20,19,1
1426,44,-1
1440,11,-1
20,9,1
1437,44,-1
1424,10,-1
20,8,1
1429,30,-1
1423,9,-1
20,8,1
20,12,1
1325,38,-1
564,1324,1
20,104,-1
1440,8925,-1
1438,26,-1
20,12,1
1439,48,-1
1431,12,-1
20,8,1
1283,33,-1
1438,543,-1
20,22,1
1440,37,-1
1111,10,-1
20,7,1
1438,278,-1
1410,12,-1
1431,6,-1
1440,7,-1
996,8,-1
1432,6,-1
1342,5,-1
70,391,1
552,259,1
20,248,-1
1439,7489,-1
1436,33,-1
20,14,1
1146,45,-1
1427,14705,-1
20,33,1
1440,96,-1
1306,13,-1
20,11,1
1434,16696,-1
1315,34,-1
20,13,1
1435,25734,-1
1440,36,-1
20,13,1
1440,41,-1
957,15,-1
20,7,1
1440,3856,-1
1310,17,-1
20,9,1
1440,1059,-1
1422,9,-1
20,8,1
1029,37,-1
1440,486,-1
20,14,1
1440,33,-1
1288,8,-1
20,7,1
1440,12392,-1
1434,29,-1
20,15,1
1439,39,-1
1436,12,-1
20,10,1
1139,28,-1
1440,8,-1
20,6,1
1439,27,-1
1429,8,-1
20,7,1
1439,25,-1
1439,10,-1
20,6,1
1430,22,-1
20,17,1
574,1731,1
20,86,-1
586,1728,1
20,137,1
40,244,-1
568,3072,1
20,114,-1
565,521,1
20,108,-1
520,57730,-1
20,39712,1
1433,53392,-1
1290,29,-1
20,10,1
564,687,1
20,125,-1
561,464,1
20,93,-1
1315,64531,-1
565,1914,1
20,134,-1
1420,46767,-1
1389,46,-1
32,312,-1
577,301,1
20,149,-1
564,264,1
20,167,-1
763,59849,-1
20,39526,1
1440,15521,-1
20,49,1
1094,45,-1
20,14,1
1440,847,-1
20,18,1
1430,39,-1
20,12,1
1435,33,-1
20,10,1
1440,39,-1
20,14,1
880,30,-1
20,8,1
1440,43,-1
20,12,1
1398,26,-1
20,10,-1
192,1603,-1
568,1878,1
20,189,-1
647,15629,-1
20,39092,1
1440,36549,-1
1427,51,-1
20,18,1
1438,42,-1
1438,10,-1
20,8,1
1104,32,-1
1440,9,-1
20,8,1
1440,34,-1
1030,9,-1
20,10,1
1436,47,-1
1440,14,-1
20,10,1
1440,35,-1
1339,9,-1
20,14,1
20,10,1
1440,34,-1
1174,12,-1
20,10,1
568,948,1
20,160,-1
1429,36405,-1
1440,52,-1
20,18,1
1436,50,-1
1429,15,-1
20,12,1
1433,51,-1
1440,18,-1
20,13,1
1049,48,-1
1440,12,-1
20,9,1
1129,45,-1
20,42494,1
1434,30937,-1
1315,50,-1
20,17,1
1437,80,-1
510,64531,-1
20,55,1
502,64531,-1
20,46,1
549,64531,-1
20,55,1
708,64356,-1
20,64,1
620,64531,-1
20,54,1
534,61711,-1
20,47,1
620,64531,-1
20,75,1
564,4231,1
20,249,-1
568,234,1
20,152,-1
601,64531,-1
561,3730,1
20,292,-1
584,64531,-1
20,38873,1
661,57106,-1
1432,39893,-1
1440,55,-1
20,27,1
1231,55,-1
1440,12,-1
20,10,1
1427,37,-1
1440,10,-1
20,7,1
1439,41,-1
991,13,-1
20,12,1
1440,56,-1
1438,13,-1
20,9,1
1135,33,-1
1436,331,-1
20,18,1
1440,36,-1
1322,9,-1
20,5,1
1280,21,-1
1432,11663,-1
20,49,1
1407,11,-1
20,9,1
1440,43,-1
1440,11,-1
1022,7,-1
20,142,1
564,3752,1
20,118,-1
1440,873,-1
1433,9,-1
20,9,1
1440,44,-1
1439,8,-1
20,6,1
1440,32,-1
1440,9,-1
20,8,1
1440,39,-1
1440,10,-1
20,6,1
1056,29,-1
1440,6,-1
20,5,1
1141,31,-1
20,12,1
1440,24,-1
1433,7,-1
20,6,1
1437,25,-1
1436,6,-1
20,4,1
1420,20,-1
1434,7,-1
20,6,1
1219,22,-1
20,29602,1
542,11355,1
20,162,-1
1431,44472,-1
1427,41,-1
20,13,1
1440,25,-1
1439,9,-1
20,6,1
1440,23,-1
887,8,-1
20,7,1
1440,48,-1
20,160,-1
557,3033,1
20,118,-1
1440,6593,-1
1440,13,-1
20,5,1
1440,20,-1
1440,5,-1
20,4,1
1432,18,-1
1409,5,-1
20,3,1
1437,12,-1
1438,4,-1
20,4,1
1440,24,-1
1432,6,-1
20,4,1
1440,18,-1
1440,7,-1
20,6,1
1440,30,-1
1061,7,-1
20,9,1
1335,84,-1
1363,404,-1
20,18,1
570,2349,1
20,105,-1
1440,2107,-1
1428,16,-1
20,8,1
1440,26,-1
1431,6,-1
20,4,1
1440,16,-1
1434,5,-1
20,4,1
1440,12,-1
980,4,-1
20,5,1
1375,179,-1
1440,814,-1
20,9,1
1440,18,-1
1440,4,-1
20,4,1
1009,24,-1
344,23,1
20,154,-1
1375,240,-1
1383,1229,-1
20,19,1
1439,1468,-1
1419,22,-1
20,10,1
1438,33,-1
1217,10,-1
20,7,1
1347,2172,-1
20,41544,1
366,18411,-1
20,185,1
1392,40525,-1
20,43,1
1440,558,-1
1030,17,-1
20,7,1
1378,382,-1
1440,570,-1
20,15,1
1413,38,-1
1389,12,-1
20,11,1
1434,33,-1
1439,9,-1
20,7,1
1437,38,-1
1440,12,-1
20,9,1
1045,27,-1
1440,714,-1
20,16,1
1440,33,-1
1440,11,-1
20,7,1
1440,32,-1
1028,8,-1
20,6,1
1440,2053,-1
1440,16,-1
20,9,1
1058,36,-1
1440,11,-1
20,7,1
1440,36,-1
20,14,1
1181,31,-1
1440,10036,-1
20,30,1
1440,36,-1
1440,8,-1
20,5,1
1071,24,-1
1382,7,-1
20,6,1
1440,457,-1
1330,10,-1
20,6,1
564,1256,1
20,137,-1
1440,11620,-1
1440,36,-1
20,14,1
922,57,-1
1440,845,-1
20,15,1
1437,34,-1
1417,10,-1
20,7,1
1429,13665,-1
1440,41,-1
20,15,1
1440,39,-1
1440,9,-1
20,7,1
1440,25,-1
1011,5,-1
20,4,1
1440,17,-1
1064,6,-1
20,6,1
566,1592,1
20,51,-1
1440,15526,-1
1440,26,-1
20,9,1
1440,28,-1
929,7,-1
20,4,1
1440,26,-1
1440,7,-1
20,5,1
1380,24,-1
1430,31,-1
1314,9,-1
20,8,1
1440,11030,-1
1432,24,-1
20,13,1
1434,45,-1
1187,13,-1
20,410,1
562,1936,1
20,234,-1
1428,14587,-1
1440,57,-1
20,14,1
1440,52,-1
1440,10,-1
20,8,1
1440,35,-1
1439,10,-1
20,9,1
1440,39,-1
1189,12,-1
20,9,1
932,43,-1
1438,856,-1
1440,11,-1
20,7,1
1440,25,-1
1440,7,-1
20,4,1
1437,22,-1
1440,6,-1
20,5,1
1440,21,-1
1126,6,-1
20,7,1
1439,19,-1
1440,9,-1
20,7,1
1028,20,-1
1439,5,-1
20,4,1
1440,19,-1
1440,8,-1
981,4,-1
20,395,1
563,3648,1
30,113,-1
1436,1492,-1
1440,12,-1
20,6,1
1421,22,-1
1115,5,-1
20,4,1
1440,471,-1
1439,12,-1
20,6,1
1245,27,-1
1440,5384,-1
20,17,1
1440,23,-1
1435,6,-1
20,4,1
1359,18,-1
1424,5,-1
20,5,1
1139,34,-1
567,943,1
20,86,-1
1437,43520,-1
1419,42,-1
20,13,1
20,14,1
1440,49,-1
1427,9,-1
20,7,1
1211,26,-1
1429,31869,-1
20,65,1
1439,59,-1
1440,13,-1
20,9,1
1440,37,-1
1003,11,-1
20,11,1
1344,39,-1
563,1005,1
20,193,-1
1437,41969,-1
1440,44,-1
20,20,1
1179,49,-1
1440,13,-1
20,8,1
1435,37,-1
1230,11,-1
1422,357,-1
1258,10,-1
20,8,1
1356,1023,-1
1440,520,-1
20,19,1
1440,42,-1
1161,9,-1
20,10,1
1392,20670,-1
1440,128,-1
20,20,1
1286,45,-1
1440,642,-1
20,13,1
1434,30,-1
1429,10,-1
20,9,1
1400,33,-1
1440,8,-1
20,9,1
1434,29,-1
1396,7,-1
20,8,1
1439,31,-1
1437,8,-1
20,7,1
1440,33,-1
1440,9,-1
20,7,1
1159,32,-1
563,809,1
20,139,-1
1440,10121,-1
1433,21,-1
20,11,1
1440,41,-1
998,11,-1
20,6,1
1440,899,-1
1393,15,-1
20,10,1
1440,214,-1
1087,16,-1
20,8,1
1437,978,-1
1436,20,-1
20,10,1
1440,28,-1
1440,7,-1
20,5,1
1097,28,-1
1437,8,-1
20,5,1
1440,25,-1
1440,9,-1
20,8,1
252,36,-1
563,752,1
20,228,-1
1440,10832,-1
1440,27,-1
20,12,1
1440,40,-1
1417,9,-1
20,10,1
1440,38,-1
1201,9,-1
20,9,1
1438,37,-1
1440,10,-1
20,10,1
20,30,1
1368,325,-1
561,644,1
20,40,-1
1434,28627,-1
1426,44,-1
20,13,1
1438,37,-1
1402,8,-1
20,6,1
1432,28,-1
1324,5,-1
20,5,1
1162,24,-1
1440,2856,-1
20,21,1
1097,34,-1
1440,303,-1
20,20,1
1440,24,-1
1199,6,-1
20,6,1
1435,1038,-1
1424,18,-1
20,4,1
1440,20,-1
1434,5,-1
20,4,1
1440,23,-1
1375,10,-1
1289,4,-1
20,163,1
565,1821,1
20,116,-1
562,305,1
20,68,-1
1437,48482,-1
1440,49,-1
20,19,1
1437,55,-1
1440,10,-1
20,8,1
1438,32,-1
1440,11,-1
20,7,1
940,33,-1
1440,10,-1
20,8,1
1440,15,-1
20,8,1
1084,38,-1
1440,9,-1
20,7,1
1440,34,-1
1440,11,-1
20,9,1
1439,29,-1
1110,9,-1
20,7,1
1354,33,-1
565,856,1
20,109,-1
1401,1251,-1
1440,216,-1
20,29,1
1440,54,-1
1440,8,-1
20,6,1
1440,23,-1
1008,9,-1
20,7,1
1440,43,-1
574,1136,1
20,68,-1
580,2356,1
20,59,-1
1357,585,-1
572,1406,1
20,109,-1
590,398,1
20,102,-1
20,97,-1
569,295,1
20,88,-1
562,544,1
20,114,-1
583,12194,1
42,117,1
70,224,-1
573,225,1
20,35,-1
560,1411,1
20,83,-1
1436,49458,-1
1435,34,-1
20,9,1
1392,10,-1
1307,7,-1
20,292,1
562,399,1
20,117,-1
1442,9438,1
108,153,1
20,94,-1
1436,59456,-1
1424,49,-1
20,18,1
1440,54,-1
1440,12,-1
20,10,1
1029,49,-1
1440,15,-1
20,10,1
1440,52,-1
1440,11,-1
20,10,1
1440,40,-1
1035,12,-1
20,10,1
1423,42,-1
1422,18,-1
20,14,1
1440,44,-1
1440,12,-1
20,9,1
1434,32,-1
1427,12,-1
20,10,1
1440,33,-1
1440,8,-1
20,10,1
1440,42,-1
981,9,-1
20,9,1
1440,24,-1
1440,13,-1
1433,5,-1
1407,5,-1
1438,5,-1
1434,5,-1
1439,4,-1
1082,4,-1
1380,5,-1
1434,5,-1
577,1079,1
20,147,-1
1415,38671,-1
1440,58,-1
20,14,1
1428,38,-1
1436,6,-1
20,5,1
1440,20,-1
1439,5,-1
20,4,1
1435,20,-1
1440,5,-1
20,3,1
1435,14,-1
1436,5,-1
20,5,1
1440,21,-1
1422,5,-1
20,5,1
1413,16,-1
1439,5,-1
20,4,1
1433,25,-1
1439,30,-1
1437,6,-1
20,4,1
1440,21,-1
1434,5,-1
20,4,1
1439,15,-1
908,4,-1
20,4,1
1440,13,-1
1334,4,-1
20,5,1
562,2719,1
