pkg_len,pkg_iat,pkt_dir
1425,5,-1
20,4,1
1430,22,-1
1438,5,-1
20,4,1
1372,21,-1
1440,280,-1
20,7,1
1437,17,-1
1440,5,-1
20,4,1
1006,20,-1
20,48,-1
575,153,1
20,136,-1
570,62410,-1
20,37287,1
1440,64531,-1
20,63,1
1440,55,-1
20,13,1
725,35,-1
20,15,1
1301,62930,-1
20,59,1
1438,56264,-1
20,52,1
1404,58,-1
20,21,1
1440,71,-1
20,15,1
1438,33,-1
20,11,1
1424,27,-1
20,12,1
1097,38,-1
1440,58,-1
1430,8,-1
20,5,1
1440,16,-1
1428,4,-1
20,4,1
1439,13,-1
1440,5,-1
20,4,1
1276,13,-1
561,2444,1
20,97,-1
1439,31894,-1
1440,32,-1
20,10,1
1417,34,-1
1440,9,-1
20,6,1
1440,37,-1
1356,10,-1
20,8,1
1070,33,-1
1440,8,-1
20,7,1
1439,22,-1
20,16,1
1437,48,-1
1117,13,-1
20,9,1
569,2660,1
20,114,-1
564,2493,1
20,133,-1
1440,10227,-1
1274,19,-1
20,11,1
1440,4437,-1
1440,15,-1
20,9,1
1159,40,-1
1440,10424,-1
20,29,1
1440,39,-1
1151,10,-1
20,7,1
1437,738,-1
1437,11,-1
20,7,1
20,15,1
1439,44,-1
975,14,-1
20,9,1
1440,52,-1
1430,13,-1
20,10,1
1343,40,-1
564,1366,1
20,76,-1
1437,40941,-1
1440,48,-1
20,19,1
1440,47,-1
1003,12,-1
20,11,1
1440,40,-1
1440,11,-1
20,9,1
1439,47,-1
1440,12,-1
20,12,1
1437,41,-1
1406,13,-1
20,4,1
571,923,1
20,107,-1
572,2116,1
20,71,-1
567,644,1
20,40,-1
1440,3096,-1
1398,17,-1
20,15,1
1265,46,-1
1436,340,-1
20,27,1
1434,49,-1
1167,11,-1
20,8,1
556,1209,1
20,193,-1
1368,11587,-1
440,25706,-1
20,41,1
1427,46307,-1
1397,50,-1
20,16,1
20,4,1
1019,19,-1
1440,6,-1
20,5,1
1436,19,-1
1438,6,-1
20,5,1
1440,16,-1
1429,6,-1
20,5,1
1253,17,-1
1421,27137,-1
20,50,1
1440,42,-1
1440,8,-1
20,6,1
1324,26,-1
1440,409,-1
20,10,1
1440,19,-1
1233,5,-1
20,5,1
1438,167,-1
1409,12,-1
1419,7,-1
20,9,1
1262,26,-1
556,748,1
20,150,-1
565,4227,1
20,149,-1
1375,40116,-1
1411,320,-1
20,34,-1
250,109,1
1440,28,-1
1440,6,-1
1438,4,-1
1415,2,-1
20,4,1
1440,20,-1
980,7,-1
20,8,1
1440,25,-1
1440,6,-1
20,7,1
1429,26,-1
1271,8,-1
1434,27070,-1
1440,29,-1
20,10,1
1140,39,-1
1425,10,-1
20,8,1
1309,32,-1
1439,5394,-1
20,23,1
1440,46,-1
1409,11,-1
20,8,1
1290,40,-1
566,1051,1
20,106,-1
1440,1474,-1
1401,16,-1
20,10,1
1100,36,-1
570,1282,1
20,81,-1
1342,41301,-1
1375,24328,-1
20,34,1
20,12,1
1435,2135,-1
1154,21,-1
20,10,1
1376,704,-1
1440,444,-1
20,18,1
1430,48,-1
1423,10,-1
20,9,1
1341,38,-1
564,1027,1
20,128,-1
1440,2251,-1
1423,15,-1
20,7,1
1142,31,-1
1440,7008,-1
20,19,1
1434,31,-1
1298,8,-1
20,5,1
1437,547,-1
1372,12,-1
20,10,1
1440,34,-1
1440,9,-1
20,7,1
1440,27,-1
1440,8,-1
1440,5,-1
1440,6,-1
967,6,-1
689,8,-1
20,213,1
1440,807,-1
1440,12,-1
1428,6,-1
1440,6,-1
1424,6,-1
1440,5,-1
1420,5,-1
1433,5,-1
1440,6,-1
879,7,-1
20,198,1
563,2737,1
20,133,-1
571,661,1
20,119,-1
1440,1456,-1
1440,14,-1
20,8,1
1440,40,-1
1440,11,-1
20,8,1
1440,36,-1
760,11,-1
20,8,1
1440,42740,-1
1423,38,-1
20,16,1
1440,43,-1
1440,8,-1
20,6,1
1440,26,-1
1010,9,-1
20,8,1
570,662,1
20,168,-1
1440,3701,-1
1342,18,-1
1438,18,-1
20,10,1
1440,39,-1
1424,8,-1
20,6,1
1440,73,-1
849,8,-1
1440,2,-1
1440,3,-1
1428,3,-1
1125,2,-1
1437,2,-1
1414,4,-1
20,4,1
20,172,1
1427,675,-1
20,21,1
1440,136,-1
1039,12,-1
20,18,1
1439,1140,-1
1440,17,-1
20,9,1
1331,56,-1
1074,17,-1
20,6,1
566,1092,1
20,133,-1
1440,14427,-1
1435,20,-1
20,8,1
1439,31,-1
1434,7,-1
20,6,1
1073,19,-1
20,896,1
567,2039,1
20,95,-1
561,257,1
20,151,-1
1440,2463,-1
1397,15,-1
20,8,1
1439,35,-1
1435,10,-1
20,7,1
986,29,-1
1422,27738,-1
1392,9,-1
1379,9,-1
1218,5,-1
20,238,1
558,489,1
20,119,-1
563,6863,1
20,107,-1
920,1257,1
20,140,-1
564,3194,1
20,103,-1
563,173,1
20,115,-1
563,4751,1
20,165,-1
1432,10060,-1
1438,37,-1
20,13,1
1432,40,-1
1236,10,-1
20,9,1
1033,33,-1
1387,832,-1
1392,69,-1
1325,17,-1
20,324,1
566,5907,1
20,171,-1
1432,49591,-1
1425,50,-1
20,24,1
1440,102,-1
1440,16,-1
20,14,1
1292,50,-1
1054,14,-1
20,13,1
1440,561,-1
1438,14,-1
20,11,1
1440,46,-1
1426,11,-1
20,8,1
1437,43,-1
1334,12,-1
20,8,1
1361,35,-1
20,13,1
1440,53,-1
1414,12,-1
20,9,1
1437,45,-1
1427,11,-1
20,9,1
1440,42,-1
1009,11,-1
20,8,1
1440,65,-1
1430,11,-1
20,9,1
1440,30,-1
1374,9,-1
1408,4,-1
1430,4,-1
1140,4,-1
20,192,1
571,1645,1
20,149,-1
565,1078,1
20,155,-1
555,1991,1
1282,6,-1
20,6,1
1433,58844,-1
1365,67,-1
20,23,1
1440,75,-1
1085,13,-1
20,11,1
1435,37,-1
1438,13,-1
20,10,1
1440,43,-1
1436,13,-1
20,10,1
1440,40,-1
1275,11,-1
20,8,1
980,34,-1
1436,25560,-1
20,43,1
1439,41,-1
1265,13,-1
20,11,1
1440,50728,-1
1426,2,-1
1055,3,-1
20,245,1
1440,11441,-1
1440,32,-1
20,10,1
1440,30,-1
1212,9,-1
20,8,1
1440,32,-1
497,9,-1
1374,5,-1
20,317,1
1415,49973,-1
20,103,1
1437,60,-1
1433,15,-1
20,10,1
1437,43,-1
1440,11,-1
20,7,1
1439,29,-1
1244,8,-1
20,7,1
1196,3,-1
20,3,1
1366,387,-1
1440,483,-1
1422,6,-1
1389,3,-1
1387,2,-1
1304,4,-1
20,98,1
562,476,1
20,94,-1
563,1696,1
20,123,-1
385,32805,-1
563,1217,1
20,95,-1
1440,26827,-1
1422,27,-1
20,9,1
1180,35,-1
564,1366,1
20,149,-1
1438,15656,-1
1418,24,-1
1440,13,-1
20,10,1
1072,27,-1
1440,8,-1
20,6,1
1289,22,-1
20,445,1
1440,4724,-1
1440,19,-1
20,10,1
1207,36,-1
565,253,1
20,121,-1
1440,3826,-1
1436,16,-1
20,10,1
1350,34,-1
1440,8,-1
20,6,1
1440,21,-1
1072,8,-1
20,6,1
1439,38067,-1
1385,45,-1
20,6,1
1440,26,-1
1115,8,-1
20,6,1
1440,14839,-1
1438,23,-1
20,7,1
1243,27,-1
1440,1418,-1
20,16,1
1310,41,-1
566,1001,1
20,150,-1
1345,11049,-1
1440,1754,-1
20,23,1
1440,55,-1
1440,9,-1
20,6,1
1440,26,-1
1025,8,-1
20,7,1
1440,47,-1
1018,11,-1
1440,38,-1
1368,9,-1
20,6,1
1440,992,-1
1440,11,-1
20,6,1
1440,24,-1
1438,9,-1
20,6,1
1006,26,-1
1440,5,-1
20,4,1
1440,24,-1
1420,8,-1
20,6,1
1440,142,-1
991,8,-1
20,6,1
569,2388,1
20,118,-1
570,1800,1
20,68,-1
569,3903,1
20,34,-1
20,16,1
1379,19,-1
20,5,1
1432,13,-1
20,5,1
1407,15,-1
20,5,1
1426,21,-1
20,5,1
1408,21,-1
1435,3,-1
20,3,1
1402,11,-1
20,5,1
1440,156,-1
1143,8,-1
20,6,1
1440,3696,-1
1440,15,-1
20,7,1
1108,29,-1
565,1076,1
20,145,-1
533,13744,1
1429,2594,-1
20,35,1
1439,59,-1
1173,14,-1
20,13,1
1440,61,-1
1422,13,-1
20,9,1
1440,73,-1
1440,14,-1
20,9,1
1215,36,-1
1437,13573,-1
20,39,1
1440,44,-1
1433,10,-1
20,9,1
1434,37,-1
1440,11,-1
20,7,1
1367,28,-1
1440,9,-1
20,8,1
1001,42,-1
1435,17644,-1
20,28,1
1440,44,-1
1169,9,-1
20,5,1
570,220,1
20,80,-1
1440,6384,-1
1439,17,-1
20,11,1
1082,37,-1
1379,13,-1
20,8,1
1386,2498,-1
1440,216,-1
20,19,1
1439,46,-1
1440,12,-1
20,8,1
1440,32,-1
1230,9,-1
20,6,1
1436,26,-1
1390,7,-1
1422,15440,-1
1439,40,-1
20,14,1
1310,53,-1
1437,141,-1
20,17,1
1430,47,-1
1436,14,-1
20,10,1
1428,39,-1
1415,11,-1
20,9,1
1419,38,-1
1439,11,-1
20,8,1
1429,29,-1
1440,9,-1
20,9,1
1437,28,-1
1422,10,-1
1385,7,-1
1433,6,-1
1430,5,-1
861,6,-1
20,8,1
1439,23,-1
1434,8,-1
20,7,1
1437,29,-1
1433,7,-1
20,7,1
1440,28,-1
1436,8,-1
20,8,1
1435,26,-1
1440,7,-1
20,6,1
1440,29,-1
1135,8,-1
1437,4,-1
1046,4,-1
1440,5,-1
527,5,-1
1440,5,-1
1440,5,-1
1435,4,-1
1434,4,-1
1067,6,-1
20,101,-1
1439,7971,-1
1440,22,-1
20,8,1
532,37,-1
1440,13724,-1
20,39,1
1440,47,-1
1294,11,-1
20,10,1
1426,9003,-1
1427,46,-1
20,21,1
1233,90,-1
1432,2320,-1
20,27,1
1440,67,-1
1223,15,-1
20,9,1
1285,35,-1
1430,7643,-1
20,31,1
1440,60,-1
1378,14,-1
1411,4,-1
1440,5,-1
1095,6,-1
1437,5,-1
1083,8,-1
20,313,1
564,8263,1
20,134,-1
567,3301,1
20,121,-1
433,61165,-1
558,8612,1
20,132,-1
1440,41708,-1
1420,40,-1
20,17,1
1434,59,-1
1276,14,-1
20,12,1
1430,41,-1
1427,12,-1
20,10,1
1202,41,-1
246,39625,1
1440,69,-1
1054,10,-1
20,8,1
1440,28,-1
1433,8,-1
20,5,1
1315,20,-1
1440,14685,-1
20,31,1
1440,39,-1
1288,10,-1
20,6,1
1439,23709,-1
1440,34,-1
20,13,1
959,39,-1
564,498,1
20,137,-1
1436,23838,-1
1440,46,-1
20,14,1
1410,44,-1
1316,10,-1
20,10,1
1440,21,-1
1036,7,-1
20,6,1
413,905,-1
569,2086,1
20,97,-1
561,523,1
20,65,-1
1436,53859,-1
1431,41,-1
20,10,1
1427,31,-1
1439,8,-1
20,9,1
1440,35,-1
1158,9,-1
20,5,1
1438,26,-1
1436,7,-1
20,6,1
1440,20,-1
1336,7,-1
20,7,1
580,2017,1
1433,842,-1
20,26,1
1440,57,-1
1415,13,-1
20,10,1
1255,38,-1
266,6798,-1
20,23,1
1440,23754,-1
1218,31,-1
20,13,1
1322,1932,-1
1425,8439,-1
20,29,1
1439,111,-1
1270,19,-1
20,13,1
1437,1719,-1
1306,15,-1
20,9,1
1428,5199,-1
1432,29,-1
20,15,1
1399,58,-1
1440,33,-1
1309,7,-1
20,5,1
1440,18,-1
1051,5,-1
20,5,1
568,2897,1
20,98,-1
1433,39741,-1
1440,46,-1
20,14,1
1440,33,-1
1418,7,-1
20,5,1
1409,28,-1
1439,6,-1
20,5,1
1440,31,-1
1440,8,-1
20,6,1
1396,27,-1
1437,8,-1
20,7,1
1224,49,-1
20,12,1
1440,36,-1
1102,9,-1
20,8,1
1440,37,-1
1436,9,-1
20,7,1
1440,34,-1
1229,10,-1
20,13,1
1174,55,-1
1440,11,-1
20,11,1
1440,50,-1
1052,12,-1
20,10,1
1439,80,-1
1424,18,-1
20,10,1
1326,34,-1
20,698,1
556,1340,1
20,217,-1
602,791,1
20,311,-1
559,220,1
20,230,-1
1453,320,1
121,158,1
20,55,-1
1355,44914,-1
647,18479,-1
20,23,1
561,713,1
20,157,-1
1467,1649,1
74,125,1
20,128,-1
1440,18369,-1
20,27,1
1295,41,-1
1440,22644,-1
20,38,1
1324,51,-1
1353,7624,-1
20,27,1
1417,3143,-1
1400,20,-1
20,50,1
1362,829,-1
1440,338,-1
20,17,1
1177,46,-1
1329,10564,-1
20,31,1
1436,4423,-1
1314,21,-1
20,10,1
708,26453,-1
1424,24408,-1
20,31,1
1312,66,-1
1439,4083,-1
20,22,1
1427,33,-1
1348,7,-1
20,5,1
20,774,-1
1427,7906,-1
1386,23,-1
20,8,1
1427,31,-1
1385,33,-1
1345,9,-1
20,7,1
1439,21315,-1
1434,37,-1
20,15,1
1430,43,-1
1440,12,-1
20,11,1
393,21,-1
1431,27404,-1
20,49,1
1364,63,-1
20,203,1
557,7455,1
20,306,-1
1437,63774,-1
1405,51,-1
20,21,1
1439,57,-1
1368,19,-1
20,13,1
1432,61,-1
1367,12,-1
20,64,-1
1435,52857,-1
1440,39,-1
20,12,1
1165,53,-1
1417,37701,-1
20,68,1
1440,70,-1
1415,13,-1
20,10,1
1440,42,-1
1425,9,-1
20,7,1
1091,31,-1
1339,23557,-1
20,47,1
1326,4228,-1
1433,22633,-1
20,38,1
1440,60,-1
1439,14,-1
20,10,1
1115,29,-1
1439,8,-1
1418,7,-1
20,6,1
1440,35,-1
1440,11,-1
20,6,1
1037,20,-1
1440,1064,-1
20,14,1
1440,24,-1
1365,4,-1
20,5,1
564,550,1
20,179,-1
1440,9906,-1
1433,25,-1
20,10,1
1440,34,-1
1437,10,-1
20,7,1
1440,25,-1
907,12,-1
20,6,1
578,680,1
20,163,-1
569,4130,1
20,107,-1
1329,28358,-1
1306,26320,-1
20,33,1
1440,28573,-1
1440,36,-1
20,13,1
1341,32,-1
1440,8,-1
20,6,1
1032,24,-1
1440,6,-1
20,5,1
1440,28,-1
1428,9,-1
20,23,1
255,43,-1
568,984,1
20,86,-1
1440,63540,-1
1440,38,-1
20,13,1
1326,55,-1
20,45,1
1439,1675,-1
1438,28,-1
20,11,1
990,39,-1
567,2044,1
20,228,-1
1440,1533,-1
1416,16,-1
20,7,1
1431,36,-1
1440,9,-1
20,6,1
1436,27,-1
1424,7,-1
20,7,1
1340,31,-1
1350,8,-1
20,6,1
1440,1272,-1
1440,9,-1
20,7,1
1414,29,-1
1290,8,-1
1394,5,-1
20,6,1
1280,29,-1
563,1756,1
20,144,-1
1398,42435,-1
1440,252,-1
20,21,1
1440,53,-1
1439,11,-1
20,11,1
943,29,-1
1440,6,-1
20,5,1
1440,22,-1
1440,6,-1
20,5,1
1438,21,-1
1440,8,-1
20,6,1
1033,24,-1
1391,7,-1
20,6,1
562,1632,1
20,10,1
1440,35,-1
1440,8,-1
20,6,1
1440,26,-1
947,8,-1
20,7,1
1367,33,-1
560,1049,1
20,93,-1
1440,26545,-1
1422,21,-1
20,8,1
1431,29,-1
1440,7,-1
20,6,1
1440,26,-1
1440,8,-1
20,5,1
1440,21,-1
1440,6,-1
20,5,1
1236,19,-1
1427,5,-1
1437,18,-1
20,8,1
1440,38,-1
1440,6,-1
20,4,1
1410,18,-1
1440,5,-1
20,4,1
1022,19,-1
1438,4,-1
20,4,1
1440,15,-1
1440,4,-1
20,4,1
1440,19,-1
1440,7,-1
1304,4,-1
1262,3,-1
20,386,1
555,3865,1
20,112,-1
1432,15839,-1
1435,39,-1
20,14,1
20,7,1
1440,17,-1
1440,3,-1
20,2,1
1440,7,-1
1440,3,-1
20,1,1
947,5,-1
1435,2,-1
20,1,1
1440,9,-1
1332,4,-1
20,2,1
568,397,1
20,28,-1
1440,8312,-1
1440,31,-1
20,10,1
861,42,-1
1421,384,-1
20,22,1
1370,200,-1
1440,456,-1
20,27,1
1437,8,-1
20,8,1
1440,26,-1
938,7,-1
20,5,1
566,907,1
20,144,-1
1419,8109,-1
1440,57,-1
20,21,1
1200,35,-1
1440,982,-1
20,16,1
1439,29,-1
1423,7,-1
20,5,1
1326,31,-1
1440,524,-1
20,9,1
1172,25,-1
1334,5,-1
20,4,1
1440,801,-1
1401,9,-1
1427,10,-1
20,8,1
1178,39,-1
547,5161,1
20,388,-1
1440,2695,-1
1425,17,-1
20,9,1
1434,33,-1
1438,12,-1
20,7,1
1399,25,-1
1440,8,-1
20,6,1
1440,26,-1
1436,7,-1
20,6,1
1422,27,-1
1440,5,-1
20,5,1
1157,23,-1
1439,6,-1
20,5,1
1314,27,-1
545,2139,1
20,187,-1
1421,51871,1
304,161,1
20,165,-1
1101,45969,-1
20,39698,1
1437,41583,-1
20,74,1
1440,66,-1
20,15,1
1440,34,-1
20,7,1
776,16,-1
1440,6,-1
20,7,1
1418,19,-1
20,11,1
1416,28,-1
20,9,1
1440,22,-1
20,8,1
1299,18,-1
20,11,1
1228,249,1
20,201,-1
1437,30516,-1
1440,37,-1
20,12,1
1158,39,-1
1363,7,-1
20,7,1
567,2223,1
20,117,-1
1440,24093,-1
1440,23,-1
20,9,1
979,37,-1
1439,11986,-1
20,28,1
1434,44,-1
1416,10,-1
20,6,1
1426,27,-1
1440,7,-1
20,6,1
1160,26,-1
182,31110,-1
1334,30,-1
20,11,1
1440,34357,-1
1407,54,-1
20,27,1
1440,52,-1
1422,13,-1
20,10,1
1440,39,-1
1003,12,-1
20,15,1
1440,1831,-1
1440,20,-1
20,13,1
1413,41,-1
1438,11,-1
20,10,1
1440,43,-1
1056,17,-1
1318,8,-1
540,307,1
20,188,-1
571,525,1
20,149,-1
1438,15593,-1
20,39,1
1440,40,-1
1235,8,-1
20,9,1
568,1114,1
20,101,-1
1440,6240,-1
1440,16,-1
20,10,1
1002,32,-1
1440,9,-1
20,7,1
1440,23,-1
1117,7,-1
20,6,1
1440,31323,-1
1440,24,-1
20,9,1
1440,37,-1
1293,9,-1
20,7,1
1237,31,-1
1440,8,-1
950,41,-1
1440,9,-1
20,6,1
1440,27,-1
1440,8,-1
20,7,1
1011,23,-1
571,1216,1
20,83,-1
1339,8259,-1
1433,27628,-1
20,55,1
1439,50,-1
1153,9,-1
20,7,1
1319,26,-1
1440,601,-1
20,16,1
1440,29,-1
1439,9,-1
20,7,1
1440,27,-1
1159,8,-1
20,8,1
1365,13,-1
20,8,1
1440,387,-1
1421,16,-1
20,9,1
1440,44,-1
1107,13,-1
20,11,1
562,1844,1
20,141,-1
1437,18886,-1
1171,35,-1
20,17,1
1440,20979,-1
1252,32,-1
20,13,1
1347,1311,-1
1440,385,-1
20,23,1
1284,64,-1
1377,642,-1
20,19,1
1437,21499,-1
1363,36,-1
1434,15132,-1
20,41,1
1438,55,-1
1440,12,-1
20,7,1
1440,31,-1
1135,10,-1
20,10,1
1439,36232,-1
1420,39,-1
20,19,1
1440,46,-1
1438,10,-1
20,7,1
1440,27,-1
1430,8,-1
20,7,1
1440,29,-1
1298,8,-1
20,7,1
1439,20,-1
1155,6,-1
20,6,1
1440,27,-1
1439,77,-1
20,14,1
1440,46,-1
1440,12,-1
20,7,1
924,28,-1
1436,6,-1
20,6,1
1440,21,-1
1440,6,-1
20,6,1
1440,35,-1
1440,8,-1
20,6,1
1440,28,-1
1440,8,-1
1420,4,-1
1433,4,-1
1440,4,-1
1006,4,-1
1296,4,-1
1438,4,-1
1128,2,-1
20,278,1
1220,13,-1
570,1586,1
20,166,-1
562,553,1
20,123,-1
1344,5719,-1
1343,16789,-1
20,47,1
563,19163,1
20,227,-1
1437,46195,-1
1080,36,-1
20,12,1
1430,42577,-1
1417,54,-1
20,23,1
1440,58,-1
1364,14,-1
20,15,1
1428,46,-1
1440,10,-1
20,8,1
1440,28,-1
1296,7,-1
20,19,1
1439,9721,-1
1440,27,-1
20,15,1
1440,43,-1
1435,13,-1
20,8,1
1303,31,-1
563,333,1
20,84,-1
1440,246,-1
1434,12,-1
20,8,1
1206,31,-1
1290,9,-1
20,7,1
1426,43239,-1
1440,56,-1
20,18,1
1290,50,-1
1044,1089,-1
20,18,1
1440,54,-1
1266,11,-1
1355,21,-1
1359,11,-1
20,11,1
20,1103,-1
1480,5828,1
139,105,1
20,163,-1
450,37756,-1
20,38021,1
1288,39829,-1
20,36902,1
1371,18571,-1
20,109,1
1426,1312,-1
1345,30,-1
20,13,1
563,3424,1
20,137,-1
564,29391,1
20,58,-1
570,4648,1
20,134,-1
1427,5429,-1
1417,34,-1
1440,16,-1
20,9,1
1063,47,-1
1439,11,-1
20,7,1
1440,36,-1
1440,9,-1
20,5,1
1440,23,-1
1440,9,-1
20,6,1
1115,23,-1
1440,8883,-1
20,30,1
1440,35,-1
1127,7,-1
20,7,1
1440,31,-1
1242,14,-1
20,10,1
563,2077,1
20,111,-1
1440,13254,-1
1420,30,-1
574,1994,1
20,140,-1
1440,5161,-1
1395,29,-1
20,11,1
1210,42,-1
1440,283,-1
20,19,1
1440,35,-1
1150,8,-1
20,6,1
1440,33956,-1
1414,27,-1
20,10,1
1436,27,-1
1433,9,-1
20,6,1
1439,19,-1
1256,7,-1
20,7,1
577,2393,1
20,124,-1
577,232,1
20,96,-1
1440,31,-1
1437,9,-1
20,5,1
1436,26,-1
1218,6,-1
20,6,1
1291,24,-1
1439,261,-1
20,13,1
1261,32,-1
562,1521,1
20,125,-1
1437,20746,-1
1439,37,-1
20,13,1
1440,48,-1
1033,11,-1
20,8,1
1440,50,-1
1405,12,-1
20,11,1
1436,235,-1
1440,15,-1
20,9,1
1351,164,-1
20,16,1
1370,2332,-1
562,902,1
20,71,-1
564,655,1
20,111,-1
1384,3153,-1
1440,328,-1
20,25,1
1121,53,-1
1353,14,-1
20,10,1
561,2397,1
20,164,-1
561,35439,1
20,179,-1
565,31845,1
20,221,-1
499,33691,-1
20,38106,1
1377,29198,-1
1425,1205,-1
20,27,1
1140,3,-1
20,5,1
1440,5193,-1
1433,16,-1
20,8,1
1355,40,-1
1440,660,-1
20,17,1
1038,37,-1
1437,5,-1
20,5,1
1438,42,-1
1435,8,-1
20,8,1
1440,32,-1
1431,8,-1
20,8,1
1440,93,-1
1435,10,-1
1380,5,-1
1428,4,-1
943,5,-1
20,202,1
561,781,1
1425,11,-1
1434,8,-1
1428,7,-1
1430,9,-1
1425,7,-1
1421,8,-1
1422,8,-1
1429,9,-1
1426,7,-1
1418,9,-1
1427,7,-1
1318,7,-1
20,373,1
560,2917,1
20,127,-1
563,7237,1
20,158,-1
563,4068,1
20,129,-1
1440,19700,-1
1434,23,-1
20,11,1
1429,35,-1
1440,8,-1
20,59,-1
563,6293,1
20,218,-1
1440,17989,-1
1352,32,-1
20,16,1
1436,71,-1
1440,12,-1
20,9,1
1262,39,-1
1440,11,-1
20,8,1
1439,36,-1
1440,10,-1
20,9,1
1440,36,-1
1244,8,-1
20,8,1
1440,26,-1
1213,8,-1
20,9,1
1440,30,-1
1440,10,-1
944,5,-1
1436,58,-1
1420,10,-1
20,6,1
1402,27,-1
1423,9,-1
20,7,1
1213,36,-1
568,5136,1
20,111,-1
1440,46731,-1
1310,39,-1
20,18,1
1439,320,-1
1436,16,-1
20,9,1
1089,29,-1
1440,12542,-1
20,30,1
1321,36,-1
568,1071,1
20,133,-1
1430,21832,-1
1408,29,-1
20,13,1
20,14,1
1121,44,-1
566,4102,1
20,161,-1
1440,13041,-1
1432,32,-1
20,13,1
1438,55,-1
1432,11,-1
20,8,1
1299,35,-1
1440,2803,-1
20,18,1
1439,41,-1
1440,12,-1
20,10,1
927,37,-1
1437,138,-1
20,24,1
1440,44,-1
1061,11,-1
20,10,1
1437,642,-1
1421,21,-1
1054,18,-1
20,10,1
1440,42430,-1
1440,40,-1
20,14,1
1440,41,-1
1043,14,-1
20,11,1
564,2257,1
20,82,-1
1440,63578,-1
1436,51,-1
20,22,1
1440,57,-1
1440,14,-1
20,12,1
1389,42,-1
1085,15,-1
20,15,1
1440,46,-1
1432,14,-1
20,12,1
1440,41,-1
1421,9,-1
1440,19,-1
20,11,1
1432,34,-1
1440,12,-1
20,8,1
1260,38,-1
1439,9,-1
20,8,1
1436,33,-1
1347,12,-1
20,8,1
1440,41,-1
1440,10,-1
20,12,1
1059,40,-1
1440,9,-1
20,7,1
1440,26,-1
1424,8,-1
20,7,1
1440,61,-1
1440,9,-1
20,7,1
1440,37,-1
20,13,1
1440,35,-1
1367,11,-1
20,8,1
1422,35,-1
1440,9,-1
20,9,1
1440,29,-1
1049,13,-1
20,9,1
1434,29886,-1
1440,49,-1
20,20,1
1440,48,-1
1140,11,-1
20,7,1
1219,29,-1
1428,13745,-1
20,47,1
1439,54,-1
1440,11,-1
20,9,1
1440,32,-1
1395,12,-1
20,14,-1
20,28,-1
571,652,1
20,37,-1
1440,2444,-1
1416,22,-1
20,16,1
1332,50,-1
1440,635,-1
20,13,1
1428,25,-1
1422,6,-1
20,4,1
1427,18,-1
1414,8,-1
20,5,1
1335,22,-1
1407,239,-1
20,13,1
1440,336,-1
1153,13,-1
20,9,1
1440,731,-1
1423,12,-1
20,28,-1
566,106,1
20,190,-1
1169,1023,1
20,156,-1
564,218,1
20,118,-1
412,64531,-1
572,48046,-1
20,45,1
507,64531,-1
20,43221,1
734,63258,-1
560,1284,1
20,202,-1
556,64531,-1
20,39744,1
1281,64531,-1
563,2755,1
20,118,-1
565,14751,1
20,211,-1
562,1170,1
20,79,-1
1425,24,-1
20,8,1
1309,14,-1
1440,719,-1
20,12,1
1428,12,-1
1437,3,-1
20,3,1
1435,9,-1
1438,3,-1
20,2,1
1432,7,-1
1247,2,-1
20,2,1
1440,8,-1
1424,3,-1
20,4,1
1314,10,-1
1425,9158,-1
20,32,1
1439,28,-1
1388,8,-1
20,5,1
1437,85,-1
20,17,1
1231,42,-1
1432,4979,-1
20,26,1
1434,61,-1
1255,16,-1
20,10,1
566,1416,1
20,240,-1
562,565,1
20,140,-1
1434,11177,-1
1431,30,-1
20,14,1
1185,51,-1
1438,2286,-1
20,18,1
1314,38,-1
1440,2032,-1
20,20,1
1321,30,-1
1440,384,-1
20,18,1
1357,29,-1
20,22,1
568,809,1
20,123,-1
1438,59682,-1
1440,52,-1
20,18,1
1419,57,-1
1440,15,-1
20,13,1
943,47,-1
1440,11,-1
20,10,1
1439,40,-1
1248,12,-1
20,12,1
1440,47,-1
1440,11,-1
20,10,1
1437,39,-1
1440,11,-1
20,11,1
1434,37,-1
1251,11,-1
20,355,1
20,14,1
1440,42,-1
1072,10,-1
20,7,1
1440,1046,-1
1440,13,-1
20,8,1
1286,31,-1
1425,13149,-1
20,42,1
1439,62,-1
1440,11,-1
20,7,1
1319,30,-1
1439,313,-1
20,13,1
1439,36,-1
1440,11,-1
20,8,1
1054,27,-1
1361,9,-1
20,6,1
586,607,1
20,140,-1
1421,8,-1
1435,9,-1
1433,7,-1
1432,7,-1
1423,8,-1
1414,8,-1
1436,7,-1
1417,6,-1
1437,7,-1
887,8,-1
20,445,1
563,2963,1
20,167,-1
564,781,1
20,130,-1
565,1265,1
20,97,-1
563,2111,1
20,116,-1
1440,4016,-1
1431,18,-1
20,8,1
1428,23,-1
1440,8,-1
584,3948,1
20,28,-1
1440,326,-1
1440,6,-1
20,4,1
1440,17,-1
1308,5,-1
20,4,1
1438,32524,-1
1431,28,-1
20,10,1
1440,27,-1
1295,8,-1
20,7,1
1440,35,-1
1422,10,-1
20,8,1
1435,33,-1
1429,8,-1
20,6,1
1440,26,-1
1440,8,-1
20,7,1
1079,32,-1
20,15,1
1419,37,-1
1435,15,-1
20,11,1
1358,42,-1
1440,12,-1
20,8,1
1274,28,-1
1435,7252,-1
20,52,1
1440,50,-1
1218,14,-1
